Houses,Price,Area
20,12584205.0,None
20,12612255.0,None
20,12557355.0,None
20,12557355.0,None
20,12602670.0,None
20,12602670.0,None
20,12635160.0,None
20,12635160.0,None
20,12635160.0,None
20,12630885.0,None
20,12630885.0,None
20,12594285.0,None
20,12594285.0,None
20,12594285.0,None
20,12602835.0,None
20,12602835.0,None
20,12516555.0,None
20,12484635.0,None
20,12508575.0,None
20,12508575.0,None
20,12508575.0,None
20,12508575.0,None
20,12639975.0,None
20,12647955.0,None
20,12739455.0,None
20,12699555.0,None
20,12752280.0,None
20,12760830.0,None
20,12760830.0,None
20,12760830.0,None
20,12708270.0,None
20,12708270.0,None
20,12708270.0,None
20,12724230.0,None
20,12750510.0,None
20,12741960.0,None
20,12741960.0,None
20,12875340.0,None
20,12859380.0,None
20,12875340.0,None
20,12875340.0,None
20,12875340.0,None
20,12879615.0,None
20,12879615.0,None
20,12839715.0,None
20,12875340.0,None
20,12875340.0,None
20,12875340.0,None
20,12875340.0,None
20,12875340.0,None
20,12875340.0,None
20,12866790.0,None
20,12879615.0,None
20,12879615.0,None
20,12887595.0,None
20,12887595.0,None
20,12855675.0,None
20,12855675.0,None
20,12859950.0,None
20,12859950.0,None
20,12859950.0,None
20,12859950.0,None
20,12859950.0,None
20,12872775.0,None
20,12858750.0,None
20,12858750.0,None
20,12858750.0,None
20,12842790.0,None
20,12711120.0,None
20,12711120.0,None
20,12739170.0,None
20,12711120.0,None
20,12739170.0,None
20,12765450.0,None
20,12765450.0,None
20,12765450.0,None
20,12749490.0,None
20,12749490.0,None
20,12749490.0,None
20,12745215.0,None
20,12745215.0,None
20,12693630.0,None
20,12693630.0,None
20,12693630.0,None
20,12697905.0,None
20,12697905.0,None
20,12665985.0,None
20,12665985.0,None
20,12665985.0,None
20,12665985.0,None
20,12665985.0,None
20,12665985.0,None
20,12665985.0,None
20,12612690.0,None
20,12557400.0,None
20,12725835.0,None
20,12725835.0,None
20,12795090.0,None
20,12795090.0,None
20,13099365.0,None
20,13099365.0,None
20,13099365.0,None
20,13117665.0,None
20,13117665.0,None
20,13109685.0,None
20,13109685.0,None
20,13265865.0,None
20,13257315.0,None
20,13257315.0,None
20,13257315.0,None
20,13257315.0,None
20,13257315.0,None
20,13257315.0,None
20,13191300.0,None
20,13187025.0,None
20,13191300.0,None
20,13191300.0,None
20,13191300.0,None
20,13208400.0,None
20,13182750.0,None
20,13182750.0,None
20,13182750.0,None
20,13103910.0,None
20,12942885.0,None
20,12942885.0,None
20,12924585.0,None
20,12924585.0,None
20,12924585.0,None
20,12924585.0,None
20,13151625.0,None
20,13151625.0,None
20,13151625.0,None
20,13151625.0,None
20,13231425.0,None
20,13176525.0,None
20,13176525.0,None
20,13176525.0,None
20,13176525.0,None
20,13176525.0,None
20,13176525.0,None
20,13164555.0,None
20,13143180.0,None
20,13156575.0,None
20,13143750.0,None
20,13143750.0,None
20,13143750.0,None
20,13143750.0,None
20,13103850.0,None
20,13143750.0,None
20,13111830.0,None
20,13105275.0,None
20,13143750.0,None
20,13143750.0,None
20,13128360.0,None
20,13128360.0,None
20,13128360.0,None
20,13128360.0,None
20,13145460.0,None
20,13218660.0,None
20,13082145.0,None
20,13082145.0,None
20,13040820.0,None
20,13022520.0,None
20,13022520.0,None
20,13110870.0,None
20,13207200.0,None
20,13207200.0,None
20,13215750.0,None
20,13211475.0,None
20,13211475.0,None
20,13228575.0,None
20,13198650.0,None
20,13180350.0,None
20,13180125.0,None
20,13124550.0,None
20,13106025.0,None
20,13128825.0,None
20,13107450.0,None
20,13015950.0,None
20,13052715.0,None
20,13052715.0,None
20,13052715.0,None
20,13052715.0,None
20,12961215.0,None
20,12997815.0,None
20,12980715.0,None
20,12997815.0,None
20,12997815.0,None
20,12997815.0,None
20,12997815.0,None
20,12997815.0,None
20,12993540.0,None
20,13045365.0,None
20,12984090.0,None
20,12957585.0,None
20,12974115.0,None
20,12974115.0,None
20,12928800.0,None
20,12941625.0,None
20,12941625.0,None
20,12941625.0,None
20,12941625.0,None
20,12859875.0,None
20,12901725.0,None
20,12901725.0,None
20,12901725.0,None
20,12901725.0,None
20,12901725.0,None
20,12901725.0,None
20,12901725.0,None
20,12901725.0,None
20,12901725.0,None
20,12893745.0,None
20,12893745.0,None
20,12893745.0,None
20,12893745.0,None
20,12893745.0,None
20,12871170.0,None
20,12863760.0,None
20,12903660.0,None
20,12903660.0,None
20,12842385.0,None
20,12842385.0,None
20,12864960.0,None
20,12864960.0,None
20,12877215.0,None
20,13006515.0,None
20,13006515.0,None
20,13006515.0,None
20,13006515.0,None
20,13067790.0,None
20,13046415.0,None
20,13067790.0,None
20,13067790.0,None
20,13080615.0,None
20,13093440.0,None
20,13093440.0,None
20,13093440.0,None
20,13075140.0,None
20,13075140.0,None
20,13111905.0,None
20,13111905.0,None
20,13050630.0,None
20,13111905.0,None
20,13116180.0,None
20,13076280.0,None
20,13044360.0,None
20,13044360.0,None
20,13068300.0,None
20,13068300.0,None
20,13102500.0,None
20,13020420.0,None
20,13020420.0,None
20,13020420.0,None
20,13013010.0,None
20,13013010.0,None
20,13000920.0,None
20,13000920.0,None
20,13009470.0,None
20,13001490.0,None
20,13001490.0,None
20,13001490.0,None
20,13001490.0,None
20,13001490.0,None
20,12967290.0,None
20,13001490.0,None
20,12997215.0,None
20,12895965.0,None
20,12895965.0,None
20,12895965.0,None
20,12883140.0,None
20,12895965.0,None
20,12895965.0,None
20,12878865.0,None
20,12878865.0,None
20,12902235.0,None
20,12840960.0,None
20,12893685.0,None
